formula,name,category,information,Reference,Hydrogen_storage,optimum_Hydrogen_storage,method,image
La0.70Zr0.05Mg0.25Ni3.2Co0.2Al0.1,La0.70Zr0.05Mg0.25Ni3.2Co0.2Al0.1,,"(La, Mg)Ni3 a = 5.147 ?, c = 24.359 ? LaNi5 a = 5.132 ?, c = 4.104 ? LaNi2","1. J. Alloy. Compd. 2009, 480, 447-553.","303K, 384 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00302g1.png']
MgNi,MgNi,,,"1. J. Alloy. Compd. 2009, 481, 639-643.",Room temperature 432 mAh/g,,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00280g1.png']
La0.75Mg0.25Ni3.2Co0.2Al0.1,La0.75Mg0.25Ni3.2Co0.2Al0.1,,"(La, Mg)Ni3 a = 5.204 ?, c = 24.401 ? LaNi5 a = 5.197 ?, c = 4.178 ? LaNi2","1. J. Alloy. Compd. 2009, 480, 447-553.","303K, 389.4 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00301g1.png']
Ti45Zr35Ni13Pd7,Ti45Zr35Ni13Pd7,,I-phase a = 5.181 ?,"1. Int. J. hydrogen energy 2009, 34, 6925-6929.","308 K, 148 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00279g1.png']
Ti45Zr35Ni20,Ti45Zr35Ni20,,I-phase a = 5.142 ?,"1. Int. J. hydrogen energy 2009, 34, 6925-6929.","308 K, 79 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00275g1.png']
Ti45Zr35Ni15Pd5,Ti45Zr35Ni15Pd5,,I-phase a = 5.168 ?,"1. Int. J. hydrogen energy 2009, 34, 6925-6929.","308 K, 130 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00278g1.png']
Ti45Zr35Ni17Pd3,Ti45Zr35Ni17Pd3,,I-phase a = 5.16 ?,"1. Int. J. hydrogen energy 2009, 34, 6925-6929.","308 K, 122 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00277g1.png']
Ti45Zr35Ni19Pd1,Ti45Zr35Ni19Pd1,,I-phase a = 5.157 ?,"1. Int. J. hydrogen energy 2009, 34, 6925-6929.","308 K, 105 mAh/g",,Melt-spining,['http://www.hydrsm.csdb.cn/chuqing/00276g1.png']
La0.46Ce0.3Mg0.24Ni3.15Co0.245Al0.105,La0.46Ce0.3Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.016 ?, c = 24.243 ? (La, Mg)2Ni7 hexagonal a = 4.998 ?, c = 24.451 ? LaNi5 hexagonal a = 4.987 ?, c = 4.015 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 2.9158 (H/M) 10 atm 4.6305 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00273g1.png']
La0.36Ce0.4Mg0.24Ni3.15Co0.245Al0.105,La0.36Ce0.4Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.001 ?, c = 24.228 ? LaNi5 hexagonal a = 4.968 ?, c = 4.020 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 1.3042 (H/M) 10 atm 4.4088 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00274g1.png']
La0.66Ce0.1Mg0.24Ni3.15Co0.245Al0.105,La0.66Ce0.1Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.047 ?, c = 24.265 ? (La, Mg)2Ni7 hexagonal a = 5.016 ?, c = 24.502 ? LaNi5 hexagonal a = 5.019 ?, c = 4.006 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 4.5222 (H/M) 10 atm 4.7737 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00271g1.png']
La0.56Ce0.2Mg0.24Ni3.15Co0.245Al0.105,La0.56Ce0.2Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.032 ?, c = 24.255 ? (La, Mg)2Ni7 hexagonal a = 5.009 ?, c = 24.477 ? LaNi5 hexagonal a = 5.006 ?, c = 4.011 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 4.4769 (H/M) 10 atm 4.7842 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00272g1.png']
Co80.5B15.7S3.8,Co80.5B15.7S3.8,,,"1. Electrochim. Acta 2009, doi: 10.1016/j.electacta. 2009.08.033","303 K, 449.1mAh/g",,Chemical reduction,['http://www.hydrsm.csdb.cn/chuqing/00266g1.png']
Co75.4B17S7.6,Co75.4B17S7.6,,,"1. Electrochim. Acta 2009, doi: 10.1016/j.electacta. 2009.08.033","303 K, 513.6mAh/g",,Chemical reduction,['http://www.hydrsm.csdb.cn/chuqing/00268g1.png']
Co83.7B16.3,Co83.7B16.3,,,"1. Electrochim. Acta 2009, doi: 10.1016/j.electacta. 2009.08.033","303 K, 408.3mAh/g",,Chemical reduction,['http://www.hydrsm.csdb.cn/chuqing/00265g1.png']
La0.76Mg0.24Ni3.15Co0.245Al0.105,La0.76Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.062 ?, c = 24.304 ? (La, Mg)2Ni7 hexagonal a = 5.035 ?, c = 24.547 ? LaNi5 hexagonal a = 5.043 ?, c = 4.001 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 4.5964 (H/M) 10 atm 4.8479 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00269g1.png']
Co78.1B16.8S5.1,Co78.1B16.8S5.1,,,"1. Electrochim. Acta 2009, doi: 10.1016/j.electacta. 2009.08.033","303 K, 529.8mAh/g",,Chemical reduction,['http://www.hydrsm.csdb.cn/chuqing/00267g1.png']
La0.71Ce0.05Mg0.24Ni3.15Co0.245Al0.105,La0.71Ce0.05Mg0.24Ni3.15Co0.245Al0.105,,"(La, Mg) Ni3 rhombohedral a = 5.053 ?, c = 24.276 ? (La, Mg)2Ni7 hexagonal a = 5.024 ?, c = 24.523 ? LaNi5 hexagonal a = 5.031 ?, c = 4.002 ?","1. Int. J. hydrogen energy 2009, doi: 10.1016/ j.ijhydene. 2009.07.096","293 K, 3 atm 4.4527 (H/M) 10 atm 4.7162 (H/M)",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00270g1.png']
Ti0.17Zr0.05La0.03V0.35Cr0.1Ni0.3,Ti0.17Zr0.05La0.03V0.35Cr0.1Ni0.3,,"C14 Laves, P63/mmc, a = 4.9450 ?, c = 8.0062 ? BCC, Im3m, a = 2.9914 ? C15 Laves, Fd-3m, a = 6.9969 ?","1. Int. J. hydrogen energy 2009, 34, 7246-7252.","303 K, 289.8mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00263g1.png']
Ti0.17Zr0.04La0.04V0.35Cr0.1Ni0.3,Ti0.17Zr0.04La0.04V0.35Cr0.1Ni0.3,,"C14 Laves, P63/mmc, a = 0.49151 ?, c = 0.81849 ? BCC, Im3m, a = 0.29967 ? C15 Laves, Fd-3m, a = 0.69905 ?","1. Int. J. hydrogen energy 2009, 34, 7246-7252.","303 K, 262.5mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00264g1.png']
Ti0.17Zr0.08V0.35Cr0.1Ni0.3,Ti0.17Zr0.08V0.35Cr0.1Ni0.3,,"C14 Laves, P63/mmc, a = 4.9502 ?, c = 8.0845 ? BCC, Im3m, a = 2.9842 ? C15 Laves, Fd-3m, a = 6.9944 ?","1. Int. J. hydrogen energy 2009, 34, 7246-7252.","303 K, 337.3mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00260g1.png']
Lm0.95Ni3.8Co0.3Mn0.3Al0.4,Lm0.95Ni3.8Co0.3Mn0.3Al0.4,,Hexagonal (P6/mmm) a = 5.027 ? alpha = 90 deg. b = 5.027 ? beta = 90 deg. c = 4.031 ? gamma = 120 deg.,"1. Physica B, 2009, 404, 2848-2850.","296 K, 314.2mAh/g",,Melting; Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00259g1.png']
LaNi5,LaNi5,,Hexagonal (P6/mmm) a = 5.0190 ? alpha = 90 deg. b = 5.0190 ? beta = 90 deg. c = 3.9820 ? gamma = 120 deg. 厖,"1. Int. J. Hydrog. Energy 1992, 17 (5), 333-338. 2. J. Alloy. Compd. 2002, 330, 70-75.厖","323.15 K, 0.4 bar: 1.4wt%;厖.",1.4,Melting; Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00257g1.png']
La0.88Mg0.12Ni2.95Mn0.10Co0.55Al0.10,La0.88Mg0.12Ni2.95Mn0.10Co0.55Al0.10,,LaNi5 LaNi3 and LaNi,"1. J. Power Sources 2010, 195, 380-383.","298 K, 314mAh/g (?? CuO) 341mAh/g (3.0 wt.% CuO)",,Inductive Melting; Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00258g1.png']
LiK(BH4)2,LiK(BH4)2,Complex hydride,"Orthorhombic, (Pnma) a = 7.9134 A, alpha = 90 deg. b = 4.4907 A, beta = 90 deg. c = 13.8440 A, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2008, 47, 2817�2819",Total hydrogen capacity:,,"LiBH4 and KBH4 (1:1) were ground under argon atmosphere, packed into an Al2O3 crucible, and placed i",['http://www.hydrsm.csdb.cn/chuqing/00254g1.png']
LiMn(BH4)3,LiMn(BH4)3,Complex hydride,,"1. Int. J. Hydrogen Energy 2009, 34, 6325-6334.","TGA: 135-155 ?, 8.0 wt%",8,LiBH4 + MnCl2 ball milling,[]
Mg2FeH6,Mg2FeH6,Complex hydride,"Cubic, (Fm-3m) a = 6.446 (3) A, alpha = 90 deg. b = 6.446 (3) A, beta = 90 deg. c = 6.446 (3) A, gamma = 90 deg.","1. Int. J. Hydrogen Energy 2009, 34, 3410-3416.",Total hydrogen capacity: 5.47wt.% Decomposition at 425 ?,5.47,MgH2 + Fe ball milling,['http://www.hydrsm.csdb.cn/chuqing/00256g1.png']
Mg(BH4)2,Mg(BH4)2,Complex hydride,"hexagonal, (P61) a = 10.3182 A, alpha = 90 deg. b = 10.3182 A, beta = 90 deg. c = 36.9983 A, gamma = 120 deg.","1. Angew. Chem. Int. Ed. 2007, 46, 5765�5767",Total hydrogen capacity: 14.8 wt.% Mg(BH4)2 ? MgH2+ 2B + 3H2 (1) MgH2 ? Mg + H2 (2),14.8,"MgCl2 + 2NaBH4 ? Mg(BH4)2 + 2NaCl, By ball milling method",['http://www.hydrsm.csdb.cn/chuqing/00253g1.png']
LiNH2,LiNH2,Complex hydride,"Tetragonal, (I-4) a = 5.03442 A, alpha = 90 deg. b = 5.03442 A, beta = 90 deg. c = 10.25558 A, gamma = 90 deg.","1. Anorg. Allg. Chem. 1951, 266, 325. 2. Anorg. Allg. Chem. 1972, 391, 271.",Total hydrogen capacity: 5.5 wt.% LiNH2 + LiH ? Li2NH + H2 (),5.5,,['http://www.hydrsm.csdb.cn/chuqing/00251g1.png']
ZrCr1.8V0.2,ZrCr1.8V0.2,,"C14 Laves a = 5.1258 ?, c = 8.3404 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.31 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00295g1.png']
ZrCr1.8Zn0.2,ZrCr1.8Zn0.2,,"C14 Laves a = 5.1261 ?, c = 8.3042 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.25 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00298g1.png']
ZrCr1.8Cu0.2,ZrCr1.8Cu0.2,,"C14 Laves a = 5.1117 ?, c = 8.3133 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.40 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00296g1.png']
ZrCr1.8Sn0.2,ZrCr1.8Sn0.2,,"C14 Laves a = 5.1633 ?, c = 8.4381 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.32 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00299g1.png']
NaBD4,NaBD4,Complex hydride,"Cubic, (F-43m) a = 6.137 A, alpha = 90 deg. b = 6.137 A, beta = 90 deg. c = 6.137 A, gamma = 90 deg.","1. J. Solid State Chem. 1985, 59, 393.",Total hydrogen capacity: 10.5 wt.% Decomposition at 505 ?,10.5,"2NaH + B2H6 ? 2NaBH4, in etheral solvents",[]
ZrCr1.8Fe0.2,ZrCr1.8Fe0.2,,"C14 Laves a = 5.0945 ?, c = 8.3358 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.56 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00300g1.png']
ZrCr1.8Si0.2,ZrCr1.8Si0.2,,"C14 Laves a = 5.1151 ?, c = 8.3227 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 0.95 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00297g1.png']
Ti0.17Zr0.06La0.02V0.35Cr0.1Ni0.3 (x = 0.02),Ti0.17Zr0.06La0.02V0.35Cr0.1Ni0.3,,"C14 Laves, P63/mmc, a = 4.9490 ?, c = 8.1713 ? BCC, Im3m, a = 2.9899 ? C15 Laves, Fd-3m, a = 6.9975 ?","1. Int. J. hydrogen energy 2009, 34, 7246-7252.","303 K, 297.5mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00262g1.png']
ZrCr1.8Ni0.2,ZrCr1.8Ni0.2,,"C14 Laves a = 5.0923 ?, c = 8.3296 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.53 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00292g1.png']
Ti0.17Zr0.07La0.01V0.35Cr0.1Ni0.3,Ti0.17Zr0.07La0.01V0.35Cr0.1Ni0.3,,"C14 Laves, P63/mmc, a = 4.9406 ?, c = 8.0621 ? BCC, Im3m, a = 2.9867 ? C15 Laves, Fd-3m, a = 6.9941 ?","1. Int. J. hydrogen energy 2009, 34, 7246-7252.","303 K, 336.9mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00261g1.png']
Li3AlD6,Li3AlD6,Complex hydride,"hexagonal, (R-3) a = 8.07177 A, alpha = 90 deg. b = 8.07177 A, beta = 90 deg. c = 9.5130 A, gamma = 120 deg.","1. J. Phys.Chem. B 2001, 105, 11214 2. J. Alloys Compd., 2003, 354, 143-147",Total hydrogen capacity: 5.5 wt.% Li3AlH6 ? LiH + Al + 3/2H2 (100-120 ?),5.5,Heating LiAlD4 under vacuum at 100-112 ? gives Li3AlD6.,['http://www.hydrsm.csdb.cn/chuqing/00249g1.png']
ZrCr1.8Co0.2,ZrCr1.8Co0.2,,"C14 Laves a = 5.0875 ?, c = 8.3320 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.15 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00294g1.png']
ZrCr1.8Mn0.2,ZrCr1.8Mn0.2,,"C14 Laves a = 5.1074 ?, c = 8.3261 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.73 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00291g1.png']
ZrCr1.8Al0.2,ZrCr1.8Al0.2,,"C14 Laves a = 5.1362 ?, c = 8.3801 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.31 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00293g1.png']
Na2LiAlD6,Na2LiAlD6,Complex hydride,"Cubic, (Fm-3m) a = 7.38484 A, alpha = 90 deg. b = 7.38484 A, beta = 90 deg. c = 7.38484 A, gamma = 90 deg.","1. J. Alloys Compd.. 2005, 392, 27-30 2. J. Alloys Compd. 2005, 397, 135",Total hydrogen capacity: 3.5 wt.% Na2LiAlH6 ? 2NaH + LiH + Al + 3/2H2 (100-120 ?),3.5,Na2LiAlD6 was synthesized by ball milling of NaAlD4 and LiAlD4 with subsequent heat treatment under,['http://www.hydrsm.csdb.cn/chuqing/00250g1.png']
NaAlH4,NaAlH4,Complex hydride,"Tetragonal, (I41/a) a = 5.020 A, alpha = 90 deg. b = 5.020 A, beta = 90 deg. c = 11.330 A, gamma = 90 deg. 厖","1. Acta Crystallogr. 1979, B35, 1454. 2. Inorg. Chem. 1966, 5, 1615. 3. Inorg. Chem. 1963, 2, 499-504",Total hydrogen capacity: 7.41 wt.% 3NaAlH4 ? Na3AlH6 + 2Al + 3H2 (210-220 ?) Na3AlH6 ? 3NaH + Al + 3/2H2 (about 250 ?),7.41,"NaH + Al + 3/2 H2 ? NaAlH4 (5000 psi H2, 140 ? in THF)",['http://www.hydrsm.csdb.cn/chuqing/00246g1.png']
KAlH4,KAlH4,Complex hydride,"Orthorhombic, (Pnma) a = 8.8515 A, alpha = 90 deg. b = 5.8119 A, beta = 90 deg. c = 7.3457 A, gamma = 90 deg. 厖","1. J. Alloys Compd.. 2005, 394, 35-38.",Total hydrogen capacity: 5.71 wt.% The initial dehydrogenation of KAlH4 to the hexahydride occurs at a much higher temperature of 300 ?,5.71,KAlH4 was prepared by adding LiAlH4 to a mixture of KF and AlEt3 in Et2O and subsequent cleansing of,['http://www.hydrsm.csdb.cn/chuqing/00247g1.png']
Zn(BH4)2,Zn(BH4)2,Complex hydride,"Triclinic (P-1) a = 6.877 ?, alpha = 89.50 deg. b = 5.440 ?, beta = 76.15 deg. c = 7.842 ?, gamma = 89.98 deg.","1. Phys. Rev. B, 2006, 74, 045126.",,,LiBH4 + ZnCl2 ball milling,[]
Mg(AlH4)2,Mg(AlH4)2,Complex hydride,"hexagonal, (P-3m1) a = 5.1949 A, alpha = 90 deg. b = 5.1949 A, beta = 90 deg. c = 5.8537 A, gamma = 120 deg. 厖","1. J. Alloys Compd., 2005, 387, 47-51. 2. J. Alloys Compd., 2003, 356-357, 418-422",Total hydrogen capacity: 9.3 wt.% Mg(AlH4)2 ? MgH2 + 2Al + 3H2 (110-220 ?) MgH2 ? Mg + H2 (240-380 ?),9.3,2NaAlH4 +MgCl2 ?Mg(AlH2)4 + 2NaCl in Et2O,['http://www.hydrsm.csdb.cn/chuqing/00248g1.png']
Sc(BH4)3,Sc(BH4)3,Complex hydride,"Trigonal (R-3) a = 7.262 ?, alpha = 90 deg. b = 7.262 ?, beta = 90 deg. c = 18.194 ?, gamma = 90 deg.","1. Phys. Rev. B, 2006, 74, 045126.",,,LiBH4 + ScCl3 ball milling,['http://www.hydrsm.csdb.cn/chuqing/00242g1.png']
Zr(BH4)4,Zr(BH4)4,Complex hydride,"Cubic (P-43m) a = 5.795 ?, alpha = 90 deg. b = 5.795 ?, beta = 90 deg. c = 5.795 ?, gamma = 90 deg.","1. Phys. Rev. B, 2006, 74, 045126.",,,LiBH4 + ZrCl4 ball milling,[]
Hf(BH4)4,Hf(BH4)4,Complex hydride,"Cubic (P-23) a = 6.012 ?, alpha = 90 deg. b = 6.012 ?, beta = 90 deg. c = 6.012 ?, gamma = 90 deg.","1. Phys. Rev. B, 2006, 74, 045126.",,,LiBH4 + ZrCl4 ball milling,[]
LiAlH4,LiAlH4,Complex hydride,"Monoclinic, (P21/c) a = 4.845 A, alpha = 90 deg. b = 7.826 A, beta = 112.5�0.2 deg. c = 7.917 A, gamma = 90 deg. 厖","1. Inorg. Chem. 1967, 6, 669-671. 2. Inorg. Chem. 1965, 4 (3), 304.",Total hydrogen capacity: 10.5 wt.% LiAlH4 ? 1/3Li3AlH6 + 2/3Al + H2 (187-218 ?) Li3AlH6 ? LiH + Al + 3/2H2 (228-282 ?) LiH ? Li + H2 (370-483 ?),10.5,NaAlH4 + LiCl ? LiAlH4 + NaCl (in diethyl ether),['http://www.hydrsm.csdb.cn/chuqing/00245g1.png']
LaNi3.85Al0.35Mn0.45Si0.35,LaNi3.85Al0.35Mn0.45Si0.35,,LaNi5 Hexagonal and secondary phase,"1. J. Alloy. Compd. 2009, 481, 687-691.","298K, 260.2 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00288g1.png']
ZrCr1.8Mo0.2,ZrCr1.8Mo0.2,,"C14 Laves a = 5.1540 ?, c = 8.3394 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.71 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00290g1.png']
LaNi4.05Al0.35Mn0.45Si0.15,LaNi4.05Al0.35Mn0.45Si0.15,,LaNi5 Hexagonal,"1. J. Alloy. Compd. 2009, 481, 687-691.","298K, 317.2 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00285g1.png']
LaNi3.95Al0.35Mn0.45Si0.25,LaNi3.95Al0.35Mn0.45Si0.25,,LaNi5 Hexagonal,"1. J. Alloy. Compd. 2009, 481, 687-691.","298K, 289.6 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00286g1.png']
LaNi3.9Al0.35Mn0.45Si0.3,LaNi3.9Al0.35Mn0.45Si0.3,,LaNi5 Hexagonal,"1. J. Alloy. Compd. 2009, 481, 687-691.","298K, 264.5 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00287g1.png']
MgNi�10CuO,MgNi�10CuO,,,"1. J. Alloy. Compd. 2009, 481, 639-643",Room temperature 265.9 mAh/g,,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00283g1.png']
ZrCr2,ZrCr2,,"C14 Laves a = 5.1224 ?, c = 8.3061 ?","1. J. Alloy. Compd. 2009, 480, 428-433.","Room temperature 25 atm, 1.49 wt%.",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00289g1.png']
LaNi4.2Al0.35Mn0.45,LaNi4.2Al0.35Mn0.45,,LaNi5 Hexagonal,"1. J. Alloy. Compd. 2009, 481, 687-691","298K, 344.8 mAh/g",,Melting,['http://www.hydrsm.csdb.cn/chuqing/00284g1.png']
MgNi�3CuO,MgNi�3CuO,,,"1. J. Alloy. Compd. 2009, 481, 639-643",Room temperature 349.9 mAh/g,,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00281g1.png']
MgNi�5CuO,MgNi�5CuO,,,"1. J. Alloy. Compd. 2009, 481, 639-643.",Room temperature 329 mAh/g,,Ball milling,['http://www.hydrsm.csdb.cn/chuqing/00282g1.png']
La0.75Mg0.25Ni3.5Co0.2,La0.75Mg0.25Ni3.5Co0.2,,"(La, Mg)2Ni7, hexagonal a = 5.0180 ?, c = 24.806 ? LaNi5, hexagonal a = 4.8432 ?, c = 4.008 ?","1. J. Alloys Compd, 2008, 465, 422-428.","303 K, 401.8 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00511g1.png']
SrAl1.6Al0.4,SrAl1.6Al0.4,,"Sr5Al9 R-3mH (166) a = 5.8746(2) ?, c = 35.665(3) ? AlNi Pm-3m (221), a = 2.8720(7) ? SrAl P213 (198), a = 12.739(8) ?","1. Int. J. hydrogen energy 2008, 33, 7498-7504.","473 K, 3 MPa, 0.59 wt%",0.59,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00490g1.png']
La0.75Mg0.25Ni3.7,La0.75Mg0.25Ni3.7,,"(La, Mg)2Ni7, hexagonal a = 5.0145 ?, c = 24.765 ? LaNi5, hexagonal a = 4.8105 ?, c = 4.0015 ?","1. J. Alloys Compd, 2008, 465, 422-428.","303 K, 365.7 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00508g1.png']
La0.75Mg0.25Ni3.9,La0.75Mg0.25Ni3.9,,"(La, Mg)2Ni7, hexagonal a = 5.0122 ?, c = 24.693 ? LaNi5, hexagonal a = 4.8012 ?, c = 4.0103 ?","1. J. Alloys Compd, 2008, 465, 422-428.","303 K, 330 mAh/g",,inductive melting,"['http://www.hydrsm.csdb.cn/chuqing/00509g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00509g2.png']"
La0.75Mg0.25Ni4.1,La0.75Mg0.25Ni4.1,,"(La, Mg)2Ni7, hexagonal a = 5.0073 ?, c = 24.534 ? LaNi5, hexagonal a = 4.7805 ?, c = 4.0161 ?","1. J. Alloys Compd, 2008, 465, 422-428.","303 K, 311.2 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00510g1.png']
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 10% LaNi5,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 10% LaNi5,,"BCC cubic (Im3m) a = 2.964 ? C14 Laves phase (P63/mmc) a = 4.907 ?, c = 8.048 ?","1. Electrochim. Acta 2008, 53, 7831-7837.","303 K, 1 MPa, 1.23 wt%",1.23,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00506g1.png']
Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 5% LaNi5,Ti0.10Zr0.15V0.35Cr0.10Ni0.30 + 5% LaNi5,,"BCC cubic (Im3m) a = 2.979 ? C14 Laves phase (P63/mmc) a = 4.919 ?, c = 8.051 ?","1. Electrochim. Acta 2008, 53, 7831-7837.","303 K, 1 MPa, 1.51 wt%",1.51,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00505g1.png']
La0.75Mg0.25Ni3.5,La0.75Mg0.25Ni3.5,,"(La, Mg)2Ni7, hexagonal a = 5.0241 ?, c = 24.838? LaNi5, hexagonal a = 4.8905 ?, c = 3.9768 ?","1. J. Alloys Compd, 2008, 465, 422-428.","303 K, 343.7 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00507g1.png']
Ti0.26Zr0.07V0.24Mn0.1Ni0.33Mo0.025,Ti0.26Zr0.07V0.24Mn0.1Ni0.33Mo0.025,,"BCC cubic a = 3.019 ? C14 Laves, hexagonal a = 4.904 ?, c = 8.02 ?","1. Mater. Sci. Eng. B, 2008, 150, 168-174.","303K, 402.9 mAh/g",,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00599g1.png']
Ti0.26Zr0.07V0.24Mn0.1Ni0.33Mo0.05,Ti0.26Zr0.07V0.24Mn0.1Ni0.33Mo0.05,,"BCC cubic a = 3.02 ? C14 Laves, hexagonal a = 4.911 ?, c = 8.035 ?","1. Mater. Sci. Eng. B, 2008, 150, 168-174.","303K, 394.4 mAh/g",,arc melting,['http://www.hydrsm.csdb.cn/chuqing/00600g1.png']
Ml0.70Mg0.30(Ni3.95Co0.75Mn0.15Al0.15)0.68,Ml0.70Mg0.30(Ni3.95Co0.75Mn0.15Al0.15)0.68,,"(La,Mg)Ni3 rhombohedral R3-m (166) LaNi5 hexagonal, P6/mmm (191)","1. Mater. Chem. Phys., 2008, 108, 92-96.","298K, 355 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00618g1.png']
Ml0.70Mg0.30(Ni3.95Co0.75Mn0.15Al0.15)0.76,Ml0.70Mg0.30(Ni3.95Co0.75Mn0.15Al0.15)0.76,,"(La,Mg)Ni3 rhombohedral R3-m (166) LaNi5 hexagonal, P6/mmm (191)","1. Mater. Chem. Phys., 2008, 108, 92-96.","298K, 330 mAh/g",,inductive melting,['http://www.hydrsm.csdb.cn/chuqing/00620g1.png']
